q,K,digit,G,G2,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
26,5,0,1790,2184,0,110,108,76,52,33,23,12,6,6,4,139,150,105,73,45,26,19,12,7,5,2
26,5,1,1790,2235,0,110,108,76,52,33,23,12,6,6,4,150,144,112,73,48,31,16,8,7,4,2
26,5,2,1790,2233,0,110,108,76,52,33,23,12,6,6,4,144,139,106,69,46,30,19,11,5,4,3
26,5,0,1801,2240,0,108,109,75,51,36,22,12,9,4,3,143,144,110,73,47,28,18,11,8,4,2
26,5,1,1801,2192,0,108,109,75,51,36,22,12,9,4,3,144,146,108,69,47,32,18,10,5,3,3
26,5,2,1801,2260,0,108,109,75,51,36,22,12,9,4,3,146,143,107,74,47,30,18,11,7,4,2
26,5,0,1812,2232,0,109,110,80,51,30,18,15,10,8,4,149,143,111,73,46,32,19,13,8,3,1
26,5,1,1812,2229,0,109,110,80,51,30,18,15,10,8,4,143,144,107,71,47,27,21,12,6,5,2
26,5,2,1812,2230,0,109,110,80,51,30,18,15,10,8,4,144,149,109,73,44,27,16,13,9,5,2
26,5,0,1946,2477,0,108,109,74,51,35,21,13,10,8,6,150,144,108,71,49,34,24,13,8,5,3
26,5,1,1946,2515,0,108,109,74,51,35,21,13,10,8,6,144,145,111,78,50,29,19,13,10,8,4
26,5,2,1946,2505,0,108,109,74,51,35,21,13,10,8,6,145,150,112,73,49,34,19,15,10,5,3
26,5,0,1956,2476,0,109,111,77,49,34,26,14,12,8,3,150,143,116,77,51,35,20,13,8,4,2
26,5,1,1956,2472,0,109,111,77,49,34,26,14,12,8,3,143,153,108,72,49,33,25,15,9,5,1
26,5,2,1956,2451,0,109,111,77,49,34,26,14,12,8,3,153,150,113,77,49,32,21,12,9,5,3
26,5,0,1960,2452,0,111,108,77,53,34,23,20,10,6,4,151,153,110,72,51,35,24,15,5,4,2
26,5,1,1960,2456,0,111,108,77,53,34,23,20,10,6,4,153,145,114,81,51,30,21,15,10,6,2
26,5,2,1960,2472,0,111,108,77,53,34,23,20,10,6,4,145,151,114,77,51,35,21,13,8,3,3
26,5,0,1890,2410,0,112,114,77,49,36,24,15,8,5,2,150,150,112,73,47,33,23,11,5,3,2
26,5,1,1890,2372,0,112,114,77,49,36,24,15,8,5,2,150,147,112,75,48,31,19,11,6,5,2
26,5,2,1890,2445,0,112,114,77,49,36,24,15,8,5,2,147,150,111,73,49,31,17,13,9,4,3
26,5,0,1847,2343,0,114,104,76,49,32,20,17,12,5,3,147,145,111,74,47,28,22,13,7,4,1
26,5,1,1847,2342,0,114,104,76,49,32,20,17,12,5,3,145,143,106,72,48,29,16,13,10,5,3
26,5,2,1847,2282,0,114,104,76,49,32,20,17,12,5,3,143,147,104,71,46,35,22,14,6,2,2
26,5,0,1890,2333,0,104,112,76,55,34,23,13,8,7,5,145,149,113,71,48,30,19,13,8,5,3
26,5,1,1890,2408,0,104,112,76,55,34,23,13,8,7,5,149,146,109,76,46,33,22,14,8,4,2
26,5,2,1890,2365,0,104,112,76,55,34,23,13,8,7,5,146,145,114,77,54,30,18,9,7,6,3
26,5,0,1874,2312,0,110,111,74,53,32,24,17,9,5,2,148,146,110,76,53,33,19,9,5,4,2
26,5,1,1874,2336,0,110,111,74,53,32,24,17,9,5,2,146,147,113,71,47,28,19,15,8,5,2
26,5,2,1874,2340,0,110,111,74,53,32,24,17,9,5,2,147,148,108,73,46,32,23,13,7,2,2
26,5,0,1886,2371,0,111,112,79,56,37,25,15,8,3,3,150,148,113,79,50,33,19,11,5,3,2
26,5,1,1886,2405,0,111,112,79,56,37,25,15,8,3,3,148,155,111,77,53,32,19,12,7,4,2
26,5,2,1886,2285,0,111,112,79,56,37,25,15,8,3,3,155,150,118,74,48,30,20,10,6,3,3
26,5,0,1891,2394,0,112,110,80,50,36,21,13,11,8,4,152,149,111,72,44,30,23,15,10,6,1
26,5,1,1891,2365,0,112,110,80,50,36,21,13,11,8,4,149,146,110,81,51,31,17,10,10,5,2
26,5,2,1891,2312,0,112,110,80,50,36,21,13,11,8,4,146,152,114,72,50,34,19,13,5,3,3
26,5,0,1951,2401,0,117,111,79,54,35,21,15,12,7,5,155,154,116,80,52,32,19,12,9,4,2
26,5,1,1951,2424,0,117,111,79,54,35,21,15,12,7,5,154,149,115,75,50,34,20,14,7,4,3
26,5,2,1951,2475,0,117,111,79,54,35,21,15,12,7,5,149,155,110,75,49,31,23,15,10,6,2
26,5,0,1880,2412,0,111,114,79,51,34,23,15,8,7,3,155,145,120,76,44,31,22,11,8,4,3
26,5,1,1880,2316,0,111,114,79,51,34,23,15,8,7,3,145,149,104,77,53,34,17,11,6,4,2
26,5,2,1880,2411,0,111,114,79,51,34,23,15,8,7,3,149,155,114,71,48,29,21,15,8,6,2
26,5,0,1940,2407,0,114,117,80,53,34,24,16,9,4,4,156,157,119,69,45,31,21,12,7,4,4
26,5,1,1940,2497,0,114,117,80,53,34,24,16,9,4,4,157,147,108,80,51,33,21,14,7,4,3
26,5,2,1940,2478,0,114,117,80,53,34,24,16,9,4,4,147,156,119,80,53,32,20,12,8,5,2
26,5,0,1941,2381,0,115,112,83,56,36,23,15,10,6,3,151,156,109,77,53,37,21,13,6,2,1
26,5,1,1941,2423,0,115,112,83,56,36,23,15,10,6,3,156,155,120,81,50,28,22,12,7,5,2
26,5,2,1941,2414,0,115,112,83,56,36,23,15,10,6,3,155,151,118,77,49,31,17,12,9,5,3
26,5,0,1914,2389,0,112,110,73,51,37,24,15,10,7,3,147,146,110,77,51,31,20,11,9,7,2
26,5,1,1914,2422,0,112,110,73,51,37,24,15,10,7,3,146,152,114,77,51,33,17,12,8,3,3
26,5,2,1914,2356,0,112,110,73,51,37,24,15,10,7,3,152,147,109,69,48,35,25,15,6,3,1
26,5,0,1882,2304,0,110,115,78,52,34,25,17,9,4,3,144,155,112,72,45,31,23,14,6,2,2
26,5,1,1882,2327,0,110,115,78,52,34,25,17,9,4,3,155,151,114,78,50,32,21,11,5,3,2
26,5,2,1882,2298,0,110,115,78,52,34,25,17,9,4,3,151,144,114,75,52,32,17,11,8,5,2
26,5,0,1993,2511,0,109,115,81,55,37,23,16,9,5,3,154,155,118,78,49,31,20,14,8,3,3
26,5,1,1993,2543,0,109,115,81,55,37,23,16,9,5,3,155,149,115,80,51,34,22,12,6,5,2
26,5,2,1993,2507,0,109,115,81,55,37,23,16,9,5,3,149,154,116,76,53,33,19,12,8,5,3
26,5,0,1894,2346,0,115,114,77,50,33,23,15,11,7,4,148,150,112,72,45,32,21,14,8,4,2
26,5,1,1894,2520,0,115,114,77,50,33,23,15,11,7,4,150,154,108,77,50,33,22,13,9,5,2
26,5,2,1894,2478,0,115,114,77,50,33,23,15,11,7,4,154,148,117,74,51,31,20,13,8,5,3
26,5,0,1959,2398,0,114,109,77,54,37,25,16,11,7,3,152,152,112,78,53,33,20,12,8,5,2
26,5,1,1959,2454,0,114,109,77,54,37,25,16,11,7,3,152,152,114,76,52,35,23,14,8,4,2
26,5,2,1959,2513,0,114,109,77,54,37,25,16,11,7,3,152,152,116,79,51,34,22,14,8,4,2
26,5,0,2280,3016,0,117,116,84,56,37,27,19,11,6,5,164,161,121,85,59,40,27,18,10,5,4
26,5,1,2280,3003,0,117,116,84,56,37,27,19,11,6,5,161,162,125,84,57,36,25,15,10,7,4
26,5,2,2280,2952,0,117,116,84,56,37,27,19,11,6,5,162,164,124,85,54,38,25,17,11,8,6
26,5,0,2239,3076,0,116,111,81,55,39,25,16,14,10,6,160,158,120,86,59,39,26,18,13,9,4
26,5,1,2239,3017,0,116,111,81,55,39,25,16,14,10,6,158,161,122,83,57,39,26,17,13,7,5
26,5,2,2239,2916,0,116,111,81,55,39,25,16,14,10,6,161,160,121,83,55,38,25,17,10,6,3
26,5,0,2304,3120,0,111,117,77,55,38,29,19,11,9,6,158,164,120,84,60,41,30,18,11,8,6
26,5,1,2304,3005,0,111,117,77,55,38,29,19,11,9,6,164,158,127,86,59,37,27,18,11,6,4
26,5,2,2304,3039,0,111,117,77,55,38,29,19,11,9,6,158,158,122,82,56,42,25,17,12,9,4
26,5,0,2200,2837,0,112,115,79,57,39,27,20,12,8,4,164,154,126,85,56,37,25,18,11,6,2
26,5,1,2200,2846,0,112,115,79,57,39,27,20,12,8,4,154,160,118,82,59,42,27,15,10,5,3
26,5,2,2200,2808,0,112,115,79,57,39,27,20,12,8,4,160,164,122,84,57,36,24,16,8,6,4
26,5,0,2240,2972,0,115,114,81,52,38,23,16,12,8,6,154,163,114,79,57,38,25,18,11,8,4
26,5,1,2240,2944,0,115,114,81,52,38,23,16,12,8,6,163,156,121,80,53,37,25,16,13,7,4
26,5,2,2240,2973,0,115,114,81,52,38,23,16,12,8,6,156,154,123,85,53,36,23,16,10,7,6
26,5,0,2227,2933,0,114,112,78,50,34,26,18,14,9,5,160,148,117,81,59,38,25,15,11,8,3
26,5,1,2227,3008,0,114,112,78,50,34,26,18,14,9,5,148,158,119,80,53,37,26,19,11,6,5
26,5,0,2101,2684,0,121,122,88,59,35,23,14,9,8,6,159,163,121,79,56,35,22,13,10,6,4
26,5,1,2101,2644,0,121,122,88,59,35,23,14,9,8,6,163,168,119,79,52,34,22,14,9,6,3
26,5,2,2101,2715,0,121,122,88,59,35,23,14,9,8,6,168,159,129,89,51,31,21,15,9,7,4
26,5,0,2055,2555,0,122,106,82,57,39,27,16,12,7,3,164,151,114,81,58,37,24,12,7,5,2
26,5,1,2055,2568,0,122,106,82,57,39,27,16,12,7,3,151,159,119,84,53,34,22,15,9,4,2
26,5,2,2055,2589,0,122,106,82,57,39,27,16,12,7,3,159,164,119,81,53,36,22,14,9,4,2
26,5,0,2144,2761,0,106,121,79,57,41,24,18,11,7,4,158,153,123,82,58,40,23,14,8,6,3
26,5,1,2144,2710,0,106,121,79,57,41,24,18,11,7,4,153,162,120,80,55,35,22,16,10,6,3
26,5,2,2144,2719,0,106,121,79,57,41,24,18,11,7,4,162,158,124,84,54,35,24,15,9,4,3
26,5,0,2203,2861,0,112,116,82,55,37,26,19,13,8,4,162,161,120,84,57,36,23,16,10,7,4
26,5,1,2203,2995,0,112,116,82,55,37,26,19,13,8,4,161,155,127,84,55,38,25,18,12,6,3
26,5,2,2203,2812,0,112,116,82,55,37,26,19,13,8,4,155,162,119,82,56,39,28,16,9,5,3
26,5,1,2137,2827,0,116,116,84,60,35,24,18,11,7,4,160,165,122,80,52,34,25,15,9,6,3
26,5,2,2137,2715,0,116,116,84,60,35,24,18,11,7,4,165,155,122,86,55,33,21,13,9,5,3
26,5,0,2236,2899,0,116,112,81,54,43,29,16,11,7,6,161,160,119,84,60,38,25,16,11,6,3
26,5,1,2236,2874,0,116,112,81,54,43,29,16,11,7,6,160,160,126,86,57,37,23,15,10,7,4
26,5,2,2236,2895,0,116,112,81,54,43,29,16,11,7,6,160,161,120,83,55,43,27,15,9,6,5
26,5,0,2106,2793,0,111,113,75,53,39,27,16,8,6,5,153,159,116,81,55,37,24,15,8,6,5
26,5,1,2106,2795,0,111,113,75,53,39,27,16,8,6,5,159,149,124,77,54,34,23,16,10,6,3
26,5,2,2106,2744,0,111,113,75,53,39,27,16,8,6,5,149,153,110,79,53,38,23,12,9,7,5
26,5,0,2097,2718,0,113,121,84,57,37,23,15,12,5,4,160,159,127,84,54,31,20,14,10,7,4
26,5,1,2097,2642,0,113,121,84,57,37,23,15,12,5,4,159,159,122,79,51,36,21,14,10,5,4
26,5,2,2097,2777,0,113,121,84,57,37,23,15,12,5,4,159,160,116,81,55,36,25,15,8,4,3
26,5,0,2133,2781,0,121,111,80,52,35,24,17,11,9,5,155,162,118,79,49,33,24,16,11,7,2
26,5,1,2133,2735,0,121,111,80,52,35,24,17,11,9,5,162,153,116,80,53,39,23,14,9,6,4
26,5,2,2133,2765,0,121,111,80,52,35,24,17,11,9,5,153,155,115,79,56,34,24,17,10,6,4
26,5,0,1356,1626,0,99,94,63,38,28,17,10,5,3,2,120,120,88,55,33,23,13,7,3,2,2
26,5,1,1356,1569,0,99,94,63,38,28,17,10,5,3,2,120,120,86,57,34,22,14,8,4,1,0
26,5,2,1356,1625,0,99,94,63,38,28,17,10,5,3,2,120,120,87,55,37,21,11,6,4,3,1
26,5,0,1279,1467,0,94,92,66,43,24,13,8,6,3,1,119,117,89,56,31,17,11,5,2,2,1
26,5,1,1279,1497,0,94,92,66,43,24,13,8,6,3,1,117,115,84,55,35,18,8,8,5,2,1
26,5,2,1279,1507,0,94,92,66,43,24,13,8,6,3,1,115,119,84,54,33,21,13,6,4,1,0
26,5,0,1304,1510,0,92,99,64,39,25,17,9,5,3,2,122,119,93,52,33,19,11,6,4,2,1
26,5,1,1304,1534,0,92,99,64,39,25,17,9,5,3,2,119,114,84,52,32,22,13,7,3,2,1
26,5,2,1304,1521,0,92,99,64,39,25,17,9,5,3,2,114,122,86,60,35,20,12,6,3,1,0
26,5,0,1294,1502,0,96,93,62,44,27,16,9,4,3,2,113,121,86,55,36,19,11,4,3,2,1
26,5,1,1294,1506,0,96,93,62,44,27,16,9,4,3,2,121,122,88,56,33,21,9,6,3,2,1
26,5,2,1294,1520,0,96,93,62,44,27,16,9,4,3,2,122,113,86,56,36,21,14,8,3,1,0
26,5,0,1344,1596,0,93,102,66,41,27,16,9,6,2,1,120,122,90,54,32,19,13,7,3,1,1
26,5,1,1344,1600,0,93,102,66,41,27,16,9,6,2,1,122,123,92,61,33,21,11,7,3,2,1
26,5,2,1344,1682,0,93,102,66,41,27,16,9,6,2,1,123,120,90,55,39,23,12,6,5,2,1
26,5,0,1321,1590,0,102,96,66,42,22,13,10,7,4,1,120,120,91,58,34,16,13,9,4,2,1
26,5,1,1321,1537,0,102,96,66,42,22,13,10,7,4,1,120,124,85,53,31,19,11,7,6,3,0
26,5,2,1321,1599,0,102,96,66,42,22,13,10,7,4,1,124,120,86,55,35,23,12,7,3,1,1
26,5,0,1320,1518,0,98,91,68,44,23,16,9,6,4,1,119,120,89,56,32,19,12,7,4,2,0
26,5,1,1320,1555,0,98,91,68,44,23,16,9,6,4,1,120,121,87,58,34,20,12,6,4,2,1
26,5,2,1320,1522,0,98,91,68,44,23,16,9,6,4,1,121,119,86,57,37,20,12,7,3,1,0
26,5,0,1319,1475,0,91,87,60,40,30,19,12,5,2,1,112,122,84,58,35,23,13,6,3,0,0
26,5,1,1319,1571,0,91,87,60,40,30,19,12,5,2,1,122,113,90,55,36,24,14,7,2,1,0
26,5,2,1319,1582,0,91,87,60,40,30,19,12,5,2,1,113,112,82,56,38,22,12,7,3,2,1
26,5,0,1300,1542,0,87,98,59,39,26,15,9,5,3,2,114,113,87,55,33,20,12,6,3,3,1
26,5,1,1300,1547,0,87,98,59,39,26,15,9,5,3,2,113,117,85,52,34,21,10,7,5,2,1
26,5,2,1300,1533,0,87,98,59,39,26,15,9,5,3,2,117,114,85,52,33,20,13,7,3,1,1
26,5,0,1243,1474,0,90,98,65,39,23,13,11,6,2,1,116,114,87,54,31,18,13,7,4,1,0
26,5,1,1243,1414,0,90,98,65,39,23,13,11,6,2,1,114,118,80,52,34,21,10,5,2,1,1
26,5,2,1243,1455,0,90,98,65,39,23,13,11,6,2,1,118,116,91,54,30,17,10,8,3,1,0
26,5,0,1255,1449,0,98,89,67,40,21,13,8,3,3,2,119,114,80,52,27,18,13,6,4,2,1
26,5,1,1255,1510,0,98,89,67,40,21,13,8,3,3,2,114,113,81,57,36,16,9,6,3,2,1
26,5,2,1255,1452,0,98,89,67,40,21,13,8,3,3,2,113,119,87,50,29,18,9,6,3,3,2
26,5,0,1191,1455,0,89,90,56,38,27,17,6,4,2,1,114,107,84,48,35,20,9,5,2,2,1
26,5,1,1191,1408,0,89,90,56,38,27,17,6,4,2,1,107,110,77,47,29,19,14,6,4,1,1
26,5,2,1191,1334,0,89,90,56,38,27,17,6,4,2,1,110,114,81,57,32,19,8,3,2,1,0
26,5,0,1225,1480,0,92,91,56,41,25,16,9,4,3,2,117,112,85,55,33,21,12,6,4,2,0
26,5,1,1225,1474,0,92,91,56,41,25,16,9,4,3,2,112,110,78,51,38,22,11,3,3,2,1
26,5,2,1225,1419,0,92,91,56,41,25,16,9,4,3,2,110,117,84,50,29,16,11,9,2,1,1
26,5,0,1237,1411,0,91,98,67,39,26,15,7,4,2,1,118,122,85,52,29,20,11,5,3,2,0
26,5,1,1237,1447,0,91,98,67,39,26,15,7,4,2,1,122,111,87,56,35,20,10,4,2,1,1
26,5,2,1237,1412,0,91,98,67,39,26,15,7,4,2,1,111,118,88,54,31,16,9,6,3,1,1
26,5,0,1192,1420,0,98,92,61,34,20,14,10,7,3,0,111,111,79,48,33,20,14,8,2,0,0
26,5,1,1192,1386,0,98,92,61,34,20,14,10,7,3,0,111,117,80,48,27,14,12,7,4,2,0
26,5,2,1192,1359,0,98,92,61,34,20,14,10,7,3,0,117,111,82,53,28,20,8,5,4,1,0
26,5,0,1217,1395,0,97,92,61,38,26,14,7,6,3,1,112,118,78,47,31,22,12,8,2,0,0
26,5,1,1217,1488,0,97,92,61,38,26,14,7,6,3,1,118,115,83,54,32,17,12,5,5,3,0
26,5,2,1217,1374,0,97,92,61,38,26,14,7,6,3,1,115,112,87,55,32,18,7,4,3,1,1
26,5,0,1223,1406,0,92,91,61,38,22,14,11,6,3,1,111,109,78,53,38,18,9,5,3,2,0
26,5,1,1223,1479,0,92,91,61,38,22,14,11,6,3,1,109,119,86,50,29,19,12,10,4,1,0
26,5,2,1223,1461,0,92,91,61,38,22,14,11,6,3,1,119,111,83,53,28,20,14,6,3,1,1
26,5,0,1199,1389,0,91,97,64,42,24,14,8,3,1,1,116,110,83,51,35,20,10,5,1,1,1
26,5,1,1199,1342,0,91,97,64,42,24,14,8,3,1,1,110,120,85,52,30,16,9,5,3,1,0
26,5,2,1199,1396,0,91,97,64,42,24,14,8,3,1,1,120,116,87,55,29,16,9,4,2,1,1
26,5,0,1347,1613,0,97,91,60,42,26,18,11,6,3,2,121,117,86,60,38,22,13,7,3,2,1
26,5,1,1347,1583,0,97,91,60,42,26,18,11,6,3,2,117,118,88,52,37,21,12,9,5,1,0
26,5,2,1347,1591,0,97,91,60,42,26,18,11,6,3,2,118,121,85,56,33,23,15,6,3,2,1
26,5,0,1428,1748,0,91,99,66,44,27,14,10,6,3,2,123,120,90,57,36,21,11,7,6,4,2
26,5,1,1428,1705,0,91,99,66,44,27,14,10,6,3,2,120,122,90,59,37,23,13,8,4,2,2
26,5,2,1428,1761,0,91,99,66,44,27,14,10,6,3,2,122,123,94,59,36,21,14,9,4,2,1
26,5,0,1348,1564,0,99,97,66,40,25,17,9,6,4,1,123,121,88,55,32,23,13,8,4,1,0
26,5,1,1348,1640,0,99,97,66,40,25,17,9,6,4,1,121,121,90,59,37,21,13,6,3,3,1
26,5,2,1348,1572,0,99,97,66,40,25,17,9,6,4,1,121,123,88,55,34,19,12,7,5,2,1
26,5,0,1369,1654,0,95,97,66,38,26,17,10,7,3,2,119,121,91,62,38,21,12,8,4,2,1
26,5,1,1369,1654,0,95,97,66,38,26,17,10,7,3,2,121,122,95,53,32,21,14,9,4,1,1
26,5,2,1369,1632,0,95,97,66,38,26,17,10,7,3,2,122,119,81,55,34,24,14,6,5,3,1
26,5,0,1376,1715,0,97,90,64,43,26,14,10,7,5,3,113,127,85,59,37,22,13,8,6,3,1
26,5,1,1376,1669,0,97,90,64,43,26,14,10,7,5,3,127,119,91,56,37,21,12,7,4,3,2
26,5,2,1376,1638,0,97,90,64,43,26,14,10,7,5,3,119,113,86,57,34,22,14,10,5,2,0
26,5,0,1416,1701,0,90,95,65,42,26,16,9,5,4,2,123,116,93,60,31,20,13,7,6,2,2
26,5,1,1416,1719,0,90,95,65,42,26,16,9,5,4,2,116,118,88,60,40,24,12,7,2,2,2
26,5,2,1416,1731,0,90,95,65,42,26,16,9,5,4,2,118,123,86,52,36,21,14,9,6,5,1
26,5,0,1450,1797,0,103,95,70,45,28,17,10,5,3,1,125,129,92,62,37,24,14,8,5,2,1
26,5,1,1450,1732,0,103,95,70,45,28,17,10,5,3,1,129,126,93,59,38,23,14,7,3,2,2
26,5,2,1450,1768,0,103,95,70,45,28,17,10,5,3,1,126,125,92,61,37,20,11,7,4,3,1
26,5,0,1389,1641,0,95,96,64,41,29,17,9,5,3,3,127,119,94,60,38,21,11,6,4,2,1
26,5,1,1389,1661,0,95,96,64,41,29,17,9,5,3,3,119,117,88,56,37,24,12,7,4,2,1
26,5,2,1389,1700,0,95,96,64,41,29,17,9,5,3,3,117,127,86,56,33,22,15,8,4,3,2
26,5,0,1433,1853,0,96,103,66,42,25,17,11,7,4,2,127,125,97,54,35,25,15,8,5,3,2
26,5,1,1433,1710,0,96,103,66,42,25,17,11,7,4,2,125,123,87,59,37,24,15,8,4,2,1
26,5,2,1433,1805,0,96,103,66,42,25,17,11,7,4,2,123,127,95,63,38,19,13,10,6,3,1
26,5,0,1515,1792,0,97,100,72,47,31,20,11,7,4,2,125,138,97,66,39,21,14,8,5,2,1
26,5,1,1515,1902,0,97,100,72,47,31,20,11,7,4,2,138,129,101,63,40,28,15,9,4,3,1
26,5,2,1515,1870,0,97,100,72,47,31,20,11,7,4,2,129,125,97,66,44,27,16,8,5,2,1
26,5,0,1525,1959,0,100,99,67,42,30,21,13,8,4,1,131,124,97,65,43,30,15,9,6,1,1
26,5,1,1525,1828,0,100,99,67,42,30,21,13,8,4,1,124,132,93,58,41,25,19,10,3,2,1
26,5,2,1525,1905,0,100,99,67,42,30,21,13,8,4,1,132,131,97,65,37,24,15,9,6,4,1
26,5,0,1604,1947,0,99,97,69,51,31,18,11,6,4,3,134,127,95,67,43,28,14,8,6,3,2
26,5,1,1604,1970,0,99,97,69,51,31,18,11,6,4,3,127,131,95,66,46,25,15,8,5,3,1
26,5,2,1604,2013,0,99,97,69,51,31,18,11,6,4,3,131,134,103,63,38,23,16,11,5,4,3
26,5,0,1494,1835,0,99,105,70,43,24,16,13,9,4,2,135,127,96,61,39,26,14,8,6,3,1
26,5,1,1494,1800,0,99,105,70,43,24,16,13,9,4,2,127,124,92,60,42,22,16,10,4,1,1
26,5,2,1494,1807,0,99,105,70,43,24,16,13,9,4,2,124,135,99,61,31,21,15,11,6,3,1
26,5,0,1428,1711,0,105,96,70,43,29,18,10,5,4,2,135,125,96,59,35,25,13,6,4,3,1
26,5,1,1428,1746,0,105,96,70,43,29,18,10,5,4,2,125,123,90,63,42,26,14,6,3,2,2
26,5,2,1428,1648,0,105,96,70,43,29,18,10,5,4,2,123,135,92,60,35,18,13,10,5,2,0
26,5,0,1458,1750,0,96,99,65,41,28,18,11,7,3,2,116,133,87,58,37,25,17,8,4,2,1
26,5,1,1458,1807,0,96,99,65,41,28,18,11,7,3,2,133,123,97,57,38,23,13,7,4,3,2
26,5,2,1458,1756,0,96,99,65,41,28,18,11,7,3,2,123,116,92,62,37,23,13,10,6,2,1
26,5,0,1432,1699,0,98,96,63,44,32,19,11,6,2,2,126,124,98,61,36,20,11,8,4,2,1
26,5,1,1432,1824,0,98,96,63,44,32,19,11,6,2,2,124,125,87,59,41,32,15,8,3,2,2
26,5,2,1432,1737,0,98,96,63,44,32,19,11,6,2,2,125,126,92,61,41,22,16,7,5,2,1
26,5,0,1418,1718,0,96,108,69,47,27,14,10,7,5,2,130,128,97,55,37,24,15,10,5,1,0
26,5,1,1418,1665,0,96,108,69,47,27,14,10,7,5,2,128,127,91,58,37,20,13,6,4,4,1
26,5,2,1418,1742,0,96,108,69,47,27,14,10,7,5,2,127,130,101,68,38,21,10,8,5,2,1
26,5,0,1530,1847,0,108,98,71,44,29,21,11,5,4,2,138,124,95,67,45,27,12,7,5,2,1
26,5,1,1530,1861,0,108,98,71,44,29,21,11,5,4,2,124,133,95,60,39,23,18,10,3,2,1
26,5,2,1530,1844,0,108,98,71,44,29,21,11,5,4,2,133,138,97,62,34,24,15,7,5,4,2
26,5,0,1538,1902,0,100,97,72,45,28,16,10,8,5,1,131,124,95,62,40,25,15,10,5,1,1
26,5,1,1538,1906,0,100,97,72,45,28,16,10,8,5,1,124,130,95,64,38,23,16,9,5,4,1
26,5,2,1538,1876,0,100,97,72,45,28,16,10,8,5,1,130,131,95,62,38,23,12,8,7,4,2
26,5,0,1452,1705,0,97,97,65,45,29,20,11,5,3,3,123,124,92,59,39,26,16,6,3,2,1
26,5,1,1452,1732,0,97,97,65,45,29,20,11,5,3,3,124,129,91,61,40,21,13,9,5,3,1
26,5,2,1452,1805,0,97,97,65,45,29,20,11,5,3,3,129,123,96,62,38,25,14,8,4,2,2
26,5,0,1558,1890,0,97,100,69,47,31,17,10,6,4,3,133,128,98,62,41,24,12,8,5,4,3
26,5,1,1558,1918,0,97,100,69,47,31,17,10,6,4,3,128,126,98,65,38,25,16,10,6,2,1
26,5,2,1558,1918,0,97,100,69,47,31,17,10,6,4,3,126,133,94,63,42,25,15,8,5,4,2
26,5,0,1631,2095,0,97,104,67,44,28,19,12,8,4,3,130,125,98,63,43,27,19,11,5,3,2
26,5,1,1631,2040,0,97,104,67,44,28,19,12,8,4,3,125,135,97,63,40,24,15,10,8,5,2
26,5,2,1631,2037,0,97,104,67,44,28,19,12,8,4,3,135,130,98,63,39,27,16,10,6,3,3
26,5,0,1648,2045,0,104,101,71,46,27,19,13,8,6,3,131,135,96,62,41,25,17,11,6,5,3
26,5,1,1648,2108,0,104,101,71,46,27,19,13,8,6,3,135,135,100,70,39,25,18,13,8,3,1
26,5,2,1648,2059,0,104,101,71,46,27,19,13,8,6,3,135,131,101,64,45,29,17,9,6,4,2
26,5,0,1639,2122,0,101,97,69,46,32,21,13,7,4,2,133,133,102,69,43,28,17,11,4,4,2
26,5,1,1639,2150,0,101,97,69,46,32,21,13,7,4,2,133,130,101,64,42,26,17,11,8,4,3
26,5,2,1639,2060,0,101,97,69,46,32,21,13,7,4,2,130,133,92,65,44,29,17,8,5,2,1
26,5,0,1448,1706,0,96,99,61,41,28,19,14,6,3,2,127,121,97,58,38,23,14,9,3,2,1
26,5,1,1448,1746,0,96,99,61,41,28,19,14,6,3,2,121,122,89,59,37,25,14,9,5,3,1
26,5,2,1448,1739,0,96,99,61,41,28,19,14,6,3,2,122,127,88,58,39,25,17,8,4,1,1
26,5,0,1438,1677,0,99,99,68,46,28,15,9,7,4,2,123,133,94,58,36,21,13,8,6,2,0
26,5,1,1438,1735,0,99,99,68,46,28,15,9,7,4,2,133,122,94,60,37,23,12,7,4,3,1
26,5,2,1438,1715,0,99,99,68,46,28,15,9,7,4,2,122,123,91,62,39,22,13,8,4,2,2
26,5,0,1451,1771,0,99,96,70,42,29,19,10,6,3,2,127,124,96,62,38,23,15,9,5,2,1
26,5,1,1451,1703,0,99,96,70,42,29,19,10,6,3,2,124,127,92,59,38,23,14,7,4,2,1
26,5,2,1451,1805,0,99,96,70,42,29,19,10,6,3,2,127,127,91,62,37,25,13,7,4,3,2
26,5,0,1521,1849,0,100,103,72,41,27,17,9,7,4,3,128,125,95,61,36,24,14,8,7,2,2
26,5,1,1521,1834,0,100,103,72,41,27,17,9,7,4,3,125,133,92,60,38,24,16,8,3,3,2
26,5,2,1521,1900,0,100,103,72,41,27,17,9,7,4,3,133,128,99,62,37,22,13,10,7,5,2
26,5,0,1566,1969,0,103,98,62,39,27,20,12,8,5,3,133,123,94,62,38,29,19,10,6,3,2
26,5,1,1566,1920,0,103,98,62,39,27,20,12,8,5,3,123,124,90,60,43,24,18,9,6,4,2
26,5,2,1566,1978,0,103,98,62,39,27,20,12,8,5,3,124,133,93,57,36,25,14,12,7,4,2
26,5,0,1541,1948,0,98,100,67,48,29,16,12,6,4,2,132,131,99,61,41,26,14,7,4,3,2
